path,sisnr-low,sisnr-high
vlsp-8khz/program-0068-00424.wav,5.0593953132629395,6.841253280639648
vlsp-8khz/352-00006159-00006591.wav,2.665369749069214,0.006545896176248789
vlsp-8khz/database_sa4_2019-01-08_2020-03-16_cleaned_utt_0000081266-1.wav,6.710813522338867,0.00036503103910945356
vlsp-8khz/spk20h-000066-utt000000080.wav,0.1263534277677536,1.7361583709716797
vlsp-8khz/382-00109735-00109933.wav,4.500871658325195,0.9320510625839233
vlsp-8khz/program-0070-00649.wav,4.117464542388916,5.86848783493042
vlsp-8khz/spk20h-000075-utt000000009.wav,4.998861789703369,0.0009147864766418934
vlsp-8khz/database_sa4_2019-01-08_2020-03-16_cleaned_utt_0000041896-1.wav,5.753581353928894e-05,0.12708191573619843
vlsp-8khz/speaker_624-006787-1.wav,8.345784187316895,1.3522223980544368e-06
vlsp-8khz/program-0039-00462.wav,0.16452428698539734,2.9539215564727783
vlsp-8khz/program-0012-00305.wav,8.44205093383789,0.0018125573405995965
vlsp-8khz/database_sa2_Jan4_Feb29_cleaned_utt_0000045119-1.wav,0.03702987730503082,0.5813930034637451
vlsp-8khz/program-0156-00610.wav,6.181142807006836,0.0022064251825213432
vlsp-8khz/program-0150-00544.wav,4.024313926696777,5.563057899475098
vlsp-8khz/program-0024-00286.wav,4.204654216766357,5.022331606596708e-06
vlsp-8khz/035-00273185-00273390.wav,5.222876097832341e-06,0.04289855808019638
vlsp-8khz/speaker_648-001427-1.wav,9.287105560302734,9.870957374572754
vlsp-8khz/program-0113-00609.wav,0.09572632610797882,4.706373691558838
vlsp-8khz/program-0055-00684.wav,2.787466049194336,0.033664681017398834
vlsp-8khz/speaker_461-075031-1.wav,4.5102152824401855,0.00033640459878370166
vlsp-8khz/program-0110-00699.wav,1.604520775799756e-06,2.1605782508850098
vlsp-8khz/spk20h-000090-utt000000143.wav,3.241819381713867,0.0005454238853417337
vlsp-8khz/035-00019755-00019944.wav,1.4651663150289096e-05,0.673332154750824
vlsp-8khz/speaker_101-021044-1.wav,6.956519603729248,4.487222194671631
vlsp-8khz/program-0114-00061.wav,5.256164073944092,9.819629669189453
vlsp-8khz/119-00141166-00142025.wav,2.4842851161956787,2.9790077209472656
vlsp-8khz/database_sa3_Jan21_Apr24_cleaned_utt_0000060577-1.wav,4.865367889404297,0.00028310672496445477
vlsp-8khz/speaker_359-027834-1.wav,5.729694366455078,5.4420881271362305
vlsp-8khz/program-0007-00556.wav,3.166623115539551,7.29834508895874
vlsp-8khz/program-0111-00358.wav,0.5238887071609497,0.02062370628118515
vlsp-8khz/program-0088-00262.wav,1.914394497871399,0.0008303186041302979
vlsp-8khz/program-0114-00518.wav,6.841856520622969e-05,0.15045687556266785
vlsp-8khz/program-0073-00069.wav,5.280402183532715,6.580828666687012
vlsp-8khz/speaker_222-019576-1.wav,9.688294410705566,4.046396497869864e-05
vlsp-8khz/program-0101-00571.wav,7.259341239929199,2.681450843811035
vlsp-8khz/program-0001-00100.wav,9.26362133026123,1.7042516731180513e-08
vlsp-8khz/program-0039-00235.wav,0.022023148834705353,1.5640980005264282
vlsp-8khz/program-0117-00207.wav,4.857497215270996,2.1247358322143555
vlsp-8khz/program-0059-00341.wav,2.072031021118164,3.6473002433776855
vlsp-8khz/504-00116090-00116555.wav,2.7489163875579834,4.699193000793457
vlsp-8khz/program-0071-00647.wav,0.33039718866348267,4.785184383392334
vlsp-8khz/database_sa3_1_150h_15Jan2020_cleaned_utt_0000052009-1.wav,0.42849117517471313,1.829124093055725
vlsp-8khz/database_sa4_2019-01-08_2020-03-16_cleaned_utt_0000038820-1.wav,6.21220064163208,0.003067617304623127
vlsp-8khz/database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000005291-1.wav,0.00017130575724877417,3.515997377689928e-06
vlsp-8khz/program-0026-00596.wav,1.3910902225688915e-06,0.027661997824907303
vlsp-8khz/program-0115-00030.wav,6.673124062217539e-07,0.46933209896087646
vlsp-8khz/program-0140-00679.wav,0.0036314616445451975,9.6884765625
vlsp-8khz/database_sa3_1_150h_15Jan2020_cleaned_utt_0000055124-1.wav,3.850579023361206,0.001877521281130612
vlsp-8khz/program-0052-00449.wav,4.872434616088867,1.3225759267807007
vlsp-8khz/program-0053-00387.wav,2.1100077629089355,2.1115362644195557
vlsp-8khz/119-00399240-00400040.wav,2.204627513885498,2.623671054840088
vlsp-8khz/spk20h-000054-utt000000050.wav,0.0007104866672307253,3.4758663787215482e-06
vlsp-8khz/361-00052241-00052444.wav,5.268749237060547,7.493120193481445
vlsp-8khz/program-0110-00193.wav,4.63144063949585,8.652484893798828
vlsp-8khz/database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000136779-1.wav,2.8649177693296224e-05,5.0393476486206055
vlsp-8khz/program-0128-00301.wav,7.524509906768799,4.406680545798736e-06
vlsp-8khz/program-0098-00164.wav,6.893852233886719,3.4256768226623535
vlsp-8khz/program-0079-00399.wav,4.790956497192383,7.420866966247559
vlsp-8khz/391-00172301-00172492.wav,0.010335082188248634,7.462732315063477
vlsp-8khz/program-0065-00605.wav,5.808034896850586,0.024769268929958344
vlsp-8khz/spk20h-000041-utt000000250.wav,3.296556234359741,4.006672382354736
vlsp-8khz/spk20h-000069-utt000000086.wav,6.482704162597656,0.07475382089614868
vlsp-8khz/program-0132-00205.wav,7.237566947937012,0.00025066168745979667
vlsp-8khz/program-0121-00239.wav,5.366454124450684,6.415910720825195
vlsp-8khz/spk20h-000031-utt000000189.wav,3.8589882850646973,2.391817808151245
vlsp-8khz/spk20h-000008-utt000000154.wav,0.09706941246986389,4.183530330657959
vlsp-8khz/spk20h-000006-utt000000080.wav,0.014507322572171688,0.016566425561904907
vlsp-8khz/program-0155-00461.wav,5.743249893188477,5.959287643432617
vlsp-8khz/spk20h-000027-utt000000101.wav,0.04178287833929062,0.030017076060175896
vlsp-8khz/program-0146-00173.wav,4.873740196228027,0.03555062413215637
vlsp-8khz/348-00213642-00213813.wav,0.020394789054989815,5.18164587020874
vlsp-8khz/database_sa3_Jan21_Apr24_cleaned_utt_0000128600-1.wav,1.968862771987915,0.00102264154702425
vlsp-8khz/program-0097-00079.wav,6.351051330566406,0.00992953684180975
vlsp-8khz/spk20h-000078-utt000000093.wav,3.01084303855896,0.05477042868733406
vlsp-8khz/database_sa2_Jan4_Feb29_cleaned_utt_0000051997-1.wav,1.0207756757736206,0.2180396020412445
vlsp-8khz/program-0067-00047.wav,6.141667366027832,8.329212188720703
vlsp-8khz/spk20h-000044-utt000000000.wav,2.9422495365142822,0.031941816210746765
vlsp-8khz/spkyut-20190730-utt000000467.wav,0.0005310666747391224,0.00039795658085495234
vlsp-8khz/373-00327655-00328014.wav,3.015374183654785,3.3947813510894775
vlsp-8khz/program-0078-00689.wav,1.1846812963485718,0.9706982970237732
vlsp-8khz/program-0010-00335.wav,8.446181297302246,7.081250190734863
vlsp-8khz/speaker_025-314652-1.wav,9.50735855102539,1.2160251140594482
vlsp-8khz/121-00127472-00127683.wav,2.2979469299316406,3.2756330966949463
vlsp-8khz/program-0108-00140.wav,0.8425930738449097,3.6694695949554443
vlsp-8khz/spk20h-000041-utt000000456.wav,1.434770941734314,0.10975860059261322
vlsp-8khz/program-0105-00240.wav,0.010181283578276634,9.82913875579834
vlsp-8khz/database_sa2_Jan4_Feb29_cleaned_utt_0000057222-1.wav,3.5847937397193164e-05,5.795547962188721
vlsp-8khz/program-0100-00115.wav,2.057074546813965,0.031173978000879288
vlsp-8khz/program-0140-00090.wav,3.5897560119628906,0.00289329094812274
vlsp-8khz/program-0143-00458.wav,0.0016773843672126532,5.071332931518555
vlsp-8khz/database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000175639-2.wav,7.362751483917236,1.8594436645507812
vlsp-8khz/database_sa4_2019-01-08_2020-03-16_cleaned_utt_0000051680-1.wav,4.541757583618164,5.675945281982422
vlsp-8khz/database_sa1_Mar20_May04_cleaned_utt_0000069032-1.wav,8.145243644714355,3.2816002368927
vlsp-8khz/program-0035-00615.wav,6.213720321655273,5.431153774261475
vlsp-8khz/program-0014-00282.wav,2.799520254135132,4.8196797370910645
vlsp-8khz/database_sa1_Mar20_May04_cleaned_utt_0000046847-1.wav,5.106357574462891,2.841844081878662
vlsp-8khz/program-0031-00560.wav,5.124260902404785,0.009004282765090466
vlsp-8khz/391-00056154-00056359.wav,0.09546549618244171,7.786313056945801
vlsp-8khz/program-0127-00583.wav,7.947545528411865,2.9840783099643886e-05
vlsp-8khz/spk20h-000007-utt000000124.wav,0.0112374322488904,0.3879561424255371
